d8:84:66:11:2d:09	104
20:b3:99:ea:1b:e9	140
d8:84:66:10:3d:08	146
d8:84:66:0a:ee:d8	132
d8:84:66:13:52:49	149
d8:84:66:13:65:08	27
d8:84:66:11:31:e8	40
d8:84:66:13:6d:69	2
d8:84:66:11:4b:19	47
d8:84:66:11:41:29	37
d8:84:66:10:3c:89	31
d8:84:66:0b:f9:98	63
d8:84:66:11:42:b8	93
00:0a:f5:a6:ea:78	67
d8:84:66:11:4a:a8	98
d8:84:66:71:27:19	15
1c:af:f7:44:20:d8	46
d8:84:66:10:46:a8	103
d8:84:66:11:31:f8	97
d8:84:66:47:f8:89	126
d8:84:66:0a:b7:a9	133
d8:84:66:0a:d9:b9	136
d8:84:66:0a:e1:19	148
d8:84:66:0a:e5:39	121
d8:84:66:10:46:a9	102
d8:84:66:71:3a:28	151
d8:84:66:11:2d:08	105
1c:7b:21:2d:de:f3	4
26:fb:55:a4:f6:96	52
d8:84:66:03:3f:89	144
d8:84:66:10:3f:58	79
d8:84:66:11:56:d9	119
d8:84:66:11:43:28	36
d8:84:66:11:4b:18	49
d8:84:66:13:67:f9	53
d8:84:66:71:3f:f8	66
d8:84:66:11:4a:b9	61
d8:84:66:0b:fb:b9	74
d8:84:66:10:9f:78	80
d8:84:66:71:3a:38	18
d8:84:66:10:3c:f9	109
d8:84:66:10:3c:d8	115
d8:84:66:11:41:28	38
d8:84:66:0a:b7:a8	127
d8:84:66:39:6b:e8	143
d8:84:66:11:42:d8	11
d8:84:66:11:5c:fa	64
d8:84:66:11:41:f9	58
d8:84:66:11:38:58	88
d8:84:66:39:6c:19	23
d8:84:66:13:52:48	152
d8:84:66:11:4a:b8	62
d8:84:66:0a:c9:59	128
d8:84:66:10:a3:09	10
d8:84:66:13:69:e8	69
d8:84:66:10:48:08	22
d8:84:66:11:4a:18	118
d8:84:66:37:6a:68	50
d8:84:66:39:6e:88	45
d8:84:66:11:5c:f9	65
d8:84:66:71:27:18	16
d8:84:66:13:6d:68	7
d8:84:66:11:42:ba	92
d8:84:66:11:4a:a9	100
d8:84:66:39:6e:89	43
d8:84:66:0a:e9:09	90
d8:84:66:11:57:49	106
d8:84:66:11:49:28	77
d8:84:66:5c:76:79	1
d8:84:66:71:3a:39	17
d8:84:66:10:48:09	21
d8:84:66:71:28:48	39
d8:84:66:47:f8:88	129
d8:84:66:0a:ee:99	135
d8:84:66:39:6b:e9	142
d8:84:66:71:29:49	42
d8:84:66:10:3e:39	3
d8:84:66:0a:e9:49	78
d8:84:66:0a:e9:48	139
be:10:0c:d7:41:a1	30
d8:84:66:10:3d:d8	123
d8:84:66:39:71:48	55
d8:84:66:71:3a:29	150
d8:84:66:13:6f:99	19
d8:84:66:11:42:d9	9
d8:84:66:13:69:e9	68
d8:84:66:11:38:59	85
d8:84:66:10:48:58	71
f2:79:59:af:93:26	89
d8:84:66:11:4a:19	117
d8:84:66:0a:c9:58	125
d8:84:66:13:6f:98	29
d8:84:66:0a:ec:5a	87
d8:84:66:0a:ec:58	83
d8:84:66:13:65:09	26
d8:84:66:0a:e5:38	122
20:b3:99:ea:1b:e8	141
d8:84:66:11:31:f9	96
d8:84:66:11:42:b9	91
d8:84:66:0a:ba:29	95
d8:84:66:11:39:49	113
d8:84:66:13:6b:68	14
d8:84:66:11:57:48	107
d8:84:66:10:3c:88	34
d8:84:66:10:3f:59	82
d8:84:66:10:46:aa	101
d8:84:66:11:39:48	114
d8:84:66:10:9f:79	81
d8:84:66:71:27:08	32
d8:84:66:11:43:29	35
d8:84:66:0a:d9:b8	134
d8:84:66:13:50:88	154
d8:84:66:71:29:08	25
d8:84:66:71:3f:f9	84
d8:84:66:11:31:e9	51
d8:84:66:11:57:29	56
f0:99:bf:0e:68:b8	13
d8:84:66:39:71:49	54
d8:84:66:11:4a:aa	99
d8:84:66:0a:ee:d9	130
d8:84:66:11:4a:79	72
d8:84:66:5c:76:78	6
d8:84:66:71:29:09	24
d8:84:66:0b:f9:99	60
d8:84:66:11:31:b9	112
d8:84:66:13:50:89	153
d8:84:66:11:4a:78	73
d8:84:66:11:49:29	76
d8:84:66:13:6b:69	5
d8:84:66:0a:ba:28	94
d8:84:66:10:3e:38	8
d8:84:66:37:6a:69	48
d8:84:66:03:3f:88	145
d8:84:66:71:28:49	41
06:d0:0b:d0:76:28	124
d8:84:66:03:5a:09	138
d8:84:66:0b:fb:b8	75
d8:84:66:11:57:28	57
64:51:06:70:dd:15	108
d8:84:66:0a:ee:98	131
d8:84:66:0a:e1:1a	147
d8:84:66:71:27:09	33
d8:84:66:11:41:f8	59
d8:84:66:03:5a:08	137
d8:84:66:10:3d:d9	28
d8:84:66:10:48:59	70
d8:84:66:10:a3:08	12
d8:84:66:10:3c:f8	110
d8:84:66:10:3c:d9	116
d8:84:66:0a:ec:59	86
d8:84:66:11:31:b8	111
d8:84:66:39:6c:18	20
d8:84:66:11:56:d8	120
d8:84:66:71:29:48	44
