GUEST	d8:84:66:11:42:d8	-73
GUEST	d8:84:66:10:48:08	-81
linksys	00:23:69:ec:ea:7a	-83
GUEST	d8:84:66:10:3e:38	-70
GUEST	d8:84:66:11:48:78	-40
eduroam	d8:84:66:13:6d:61	-56
KU	d8:84:66:13:6d:60	-56
eduroam	d8:84:66:5c:76:71	-56
KU	d8:84:66:5c:76:70	-56
eduroam	d8:84:66:11:48:71	-43
KU	d8:84:66:11:48:70	-42
000000
KU	d8:84:66:13:6b:60	-89
KU	d8:84:66:11:48:79	-49
KU	d8:84:66:13:6b:69	-81
GUEST	d8:84:66:10:a3:08	-90
KU	d8:84:66:10:a3:09	-89
eduroam	d8:84:66:13:6f:91	-88
linksys	00:23:69:ec:ea:7a	-83
GUEST	d8:84:66:10:48:08	-81
KU	d8:84:66:10:48:09	-82
KU	d8:84:66:47:f8:89	-85
eduroam	d8:84:66:10:3e:31	-72
KU	d8:84:66:10:3e:30	-71
